,fit_l,mmd_l,fit_alpha,mmd_alpha,mmd,label
237,"tensor(0.1656, dtype=torch.float64)","tensor(0.2731, dtype=torch.float64)",3,4,0.0014053306346727187,237
238,"tensor(0.1656, dtype=torch.float64)","tensor(0.4503, dtype=torch.float64)",3,4,0.001378618038567838,238
239,"tensor(0.1656, dtype=torch.float64)","tensor(1.2239, dtype=torch.float64)",3,4,0.0022934481642680037,239
240,"tensor(0.2731, dtype=torch.float64)","tensor(0.1005, dtype=torch.float64)",3,1,0.0014098766235391812,240
241,"tensor(0.2731, dtype=torch.float64)","tensor(0.1656, dtype=torch.float64)",3,1,0.00152750992432041,241
242,"tensor(0.2731, dtype=torch.float64)","tensor(0.2731, dtype=torch.float64)",3,1,0.0016624888542689266,242
243,"tensor(0.2731, dtype=torch.float64)","tensor(0.4503, dtype=torch.float64)",3,1,0.0016668634448796151,243
244,"tensor(0.2731, dtype=torch.float64)","tensor(1.2239, dtype=torch.float64)",3,1,0.0018647495585149727,244
245,"tensor(0.2731, dtype=torch.float64)","tensor(0.1005, dtype=torch.float64)",3,2,0.001503957129733103,245
246,"tensor(0.2731, dtype=torch.float64)","tensor(0.1656, dtype=torch.float64)",3,2,0.0017616627057956552,246
247,"tensor(0.2731, dtype=torch.float64)","tensor(0.2731, dtype=torch.float64)",3,2,0.0017309218176018038,247
248,"tensor(0.2731, dtype=torch.float64)","tensor(0.4503, dtype=torch.float64)",3,2,0.0017188945390653153,248
249,"tensor(0.2731, dtype=torch.float64)","tensor(1.2239, dtype=torch.float64)",3,2,0.002574755826786311,249
250,"tensor(0.2731, dtype=torch.float64)","tensor(0.1005, dtype=torch.float64)",3,3,0.0016176296874373212,250
251,"tensor(0.2731, dtype=torch.float64)","tensor(0.1656, dtype=torch.float64)",3,3,0.001823554836395706,251
252,"tensor(0.2731, dtype=torch.float64)","tensor(0.2731, dtype=torch.float64)",3,3,0.0018064368440646027,252
253,"tensor(0.2731, dtype=torch.float64)","tensor(0.4503, dtype=torch.float64)",3,3,0.0018549257904137868,253
254,"tensor(0.2731, dtype=torch.float64)","tensor(1.2239, dtype=torch.float64)",3,3,0.0021986349451099934,254
255,"tensor(0.2731, dtype=torch.float64)","tensor(0.1005, dtype=torch.float64)",3,4,0.0015768176539380074,255
256,"tensor(0.2731, dtype=torch.float64)","tensor(0.1656, dtype=torch.float64)",3,4,0.0017808154378247,256
257,"tensor(0.2731, dtype=torch.float64)","tensor(0.2731, dtype=torch.float64)",3,4,0.0018258760536103095,257
258,"tensor(0.2731, dtype=torch.float64)","tensor(0.4503, dtype=torch.float64)",3,4,0.001742384187198501,258
259,"tensor(0.2731, dtype=torch.float64)","tensor(1.2239, dtype=torch.float64)",3,4,0.003075533192083762,259
260,"tensor(0.4503, dtype=torch.float64)","tensor(0.1005, dtype=torch.float64)",3,1,0.001688960911652871,260
261,"tensor(0.4503, dtype=torch.float64)","tensor(0.1656, dtype=torch.float64)",3,1,0.0017987917891570861,261
262,"tensor(0.4503, dtype=torch.float64)","tensor(0.2731, dtype=torch.float64)",3,1,0.002354234427415468,262
263,"tensor(0.4503, dtype=torch.float64)","tensor(0.4503, dtype=torch.float64)",3,1,0.0022529182356474716,263
264,"tensor(0.4503, dtype=torch.float64)","tensor(1.2239, dtype=torch.float64)",3,1,0.002391460737561305,264
265,"tensor(0.4503, dtype=torch.float64)","tensor(0.1005, dtype=torch.float64)",3,2,0.0017915119409850824,265
266,"tensor(0.4503, dtype=torch.float64)","tensor(0.1656, dtype=torch.float64)",3,2,0.0020514745602354147,266
267,"tensor(0.4503, dtype=torch.float64)","tensor(0.2731, dtype=torch.float64)",3,2,0.002383485425225927,267
268,"tensor(0.4503, dtype=torch.float64)","tensor(0.4503, dtype=torch.float64)",3,2,0.0028483932874491316,268
269,"tensor(0.4503, dtype=torch.float64)","tensor(1.2239, dtype=torch.float64)",3,2,0.0026352263881616496,269
270,"tensor(0.4503, dtype=torch.float64)","tensor(0.1005, dtype=torch.float64)",3,3,0.0018919438398527118,270
271,"tensor(0.4503, dtype=torch.float64)","tensor(0.1656, dtype=torch.float64)",3,3,0.00205708702069924,271
272,"tensor(0.4503, dtype=torch.float64)","tensor(0.2731, dtype=torch.float64)",3,3,0.0025339999617983895,272
273,"tensor(0.4503, dtype=torch.float64)","tensor(0.4503, dtype=torch.float64)",3,3,0.0027057423715661742,273
274,"tensor(0.4503, dtype=torch.float64)","tensor(1.2239, dtype=torch.float64)",3,3,0.002530840093734065,274
275,"tensor(0.4503, dtype=torch.float64)","tensor(0.1005, dtype=torch.float64)",3,4,0.0018926140333279523,275
276,"tensor(0.4503, dtype=torch.float64)","tensor(0.1656, dtype=torch.float64)",3,4,0.0022048302232154787,276
277,"tensor(0.4503, dtype=torch.float64)","tensor(0.2731, dtype=torch.float64)",3,4,0.0025256201658195535,277
278,"tensor(0.4503, dtype=torch.float64)","tensor(0.4503, dtype=torch.float64)",3,4,0.0025824610990113836,278
279,"tensor(0.4503, dtype=torch.float64)","tensor(1.2239, dtype=torch.float64)",3,4,0.002786606423091585,279
280,"tensor(1.2239, dtype=torch.float64)","tensor(0.1005, dtype=torch.float64)",3,1,0.0035290319480125055,280
281,"tensor(1.2239, dtype=torch.float64)","tensor(0.1656, dtype=torch.float64)",3,1,0.0033065059829511505,281
282,"tensor(1.2239, dtype=torch.float64)","tensor(0.2731, dtype=torch.float64)",3,1,0.0037916518103399723,282
283,"tensor(1.2239, dtype=torch.float64)","tensor(0.4503, dtype=torch.float64)",3,1,0.004642289226231654,283
284,"tensor(1.2239, dtype=torch.float64)","tensor(1.2239, dtype=torch.float64)",3,1,0.002551093852861992,284
285,"tensor(1.2239, dtype=torch.float64)","tensor(0.1005, dtype=torch.float64)",3,2,0.0030306524587302847,285
286,"tensor(1.2239, dtype=torch.float64)","tensor(0.1656, dtype=torch.float64)",3,2,0.0033915532674413384,286
287,"tensor(1.2239, dtype=torch.float64)","tensor(0.2731, dtype=torch.float64)",3,2,0.004474753952788136,287
288,"tensor(1.2239, dtype=torch.float64)","tensor(0.4503, dtype=torch.float64)",3,2,0.005327510644959007,288
289,"tensor(1.2239, dtype=torch.float64)","tensor(1.2239, dtype=torch.float64)",3,2,0.0030757043597606903,289
290,"tensor(1.2239, dtype=torch.float64)","tensor(0.1005, dtype=torch.float64)",3,3,0.0029312901591118084,290
291,"tensor(1.2239, dtype=torch.float64)","tensor(0.1656, dtype=torch.float64)",3,3,0.0034488746126996473,291
292,"tensor(1.2239, dtype=torch.float64)","tensor(0.2731, dtype=torch.float64)",3,3,0.005172843450689132,292
293,"tensor(1.2239, dtype=torch.float64)","tensor(0.4503, dtype=torch.float64)",3,3,0.005019506347767549,293
294,"tensor(1.2239, dtype=torch.float64)","tensor(1.2239, dtype=torch.float64)",3,3,0.002764737611332814,294
295,"tensor(1.2239, dtype=torch.float64)","tensor(0.1005, dtype=torch.float64)",3,4,0.0028985094721178436,295
296,"tensor(1.2239, dtype=torch.float64)","tensor(0.1656, dtype=torch.float64)",3,4,0.003447637290286843,296
297,"tensor(1.2239, dtype=torch.float64)","tensor(0.2731, dtype=torch.float64)",3,4,0.005354198140442846,297
298,"tensor(1.2239, dtype=torch.float64)","tensor(0.4503, dtype=torch.float64)",3,4,0.004907821767558914,298
299,"tensor(1.2239, dtype=torch.float64)","tensor(1.2239, dtype=torch.float64)",3,4,0.0030607502130014976,299
300,"tensor(0.1005, dtype=torch.float64)","tensor(0.1005, dtype=torch.float64)",4,1,0.0010351741433124086,300
301,"tensor(0.1005, dtype=torch.float64)","tensor(0.1656, dtype=torch.float64)",4,1,0.0012935358424218772,301
302,"tensor(0.1005, dtype=torch.float64)","tensor(0.2731, dtype=torch.float64)",4,1,0.0014324284614834672,302
303,"tensor(0.1005, dtype=torch.float64)","tensor(0.4503, dtype=torch.float64)",4,1,0.0015233011092913862,303
304,"tensor(0.1005, dtype=torch.float64)","tensor(1.2239, dtype=torch.float64)",4,1,0.001928831452443068,304
305,"tensor(0.1005, dtype=torch.float64)","tensor(0.1005, dtype=torch.float64)",4,2,0.0012224922507354675,305
306,"tensor(0.1005, dtype=torch.float64)","tensor(0.1656, dtype=torch.float64)",4,2,0.0014359613211555513,306
307,"tensor(0.1005, dtype=torch.float64)","tensor(0.2731, dtype=torch.float64)",4,2,0.001496528008832744,307
308,"tensor(0.1005, dtype=torch.float64)","tensor(0.4503, dtype=torch.float64)",4,2,0.0015913678795902025,308
309,"tensor(0.1005, dtype=torch.float64)","tensor(1.2239, dtype=torch.float64)",4,2,0.001871681129713712,309
310,"tensor(0.1005, dtype=torch.float64)","tensor(0.1005, dtype=torch.float64)",4,3,0.0012490544580500626,310
311,"tensor(0.1005, dtype=torch.float64)","tensor(0.1656, dtype=torch.float64)",4,3,0.0014903804176969616,311
312,"tensor(0.1005, dtype=torch.float64)","tensor(0.2731, dtype=torch.float64)",4,3,0.0014930442303407229,312
313,"tensor(0.1005, dtype=torch.float64)","tensor(0.4503, dtype=torch.float64)",4,3,0.0015587963456938688,313
314,"tensor(0.1005, dtype=torch.float64)","tensor(1.2239, dtype=torch.float64)",4,3,0.0021184373951980747,314
315,"tensor(0.1005, dtype=torch.float64)","tensor(0.1005, dtype=torch.float64)",4,4,0.0013523816135106587,315
316,"tensor(0.1005, dtype=torch.float64)","tensor(0.1656, dtype=torch.float64)",4,4,0.001540414822998399,316
317,"tensor(0.1005, dtype=torch.float64)","tensor(0.2731, dtype=torch.float64)",4,4,0.0014891835720174471,317
318,"tensor(0.1005, dtype=torch.float64)","tensor(0.4503, dtype=torch.float64)",4,4,0.0017660206980506417,318
319,"tensor(0.1005, dtype=torch.float64)","tensor(1.2239, dtype=torch.float64)",4,4,0.0020672771362529197,319
320,"tensor(0.1656, dtype=torch.float64)","tensor(0.1005, dtype=torch.float64)",4,1,0.0010755431785944725,320
321,"tensor(0.1656, dtype=torch.float64)","tensor(0.1656, dtype=torch.float64)",4,1,0.0013046175415331197,321
322,"tensor(0.1656, dtype=torch.float64)","tensor(0.2731, dtype=torch.float64)",4,1,0.0013801205494760622,322
323,"tensor(0.1656, dtype=torch.float64)","tensor(0.4503, dtype=torch.float64)",4,1,0.0015043867590871455,323
324,"tensor(0.1656, dtype=torch.float64)","tensor(1.2239, dtype=torch.float64)",4,1,0.001790530468078283,324
325,"tensor(0.1656, dtype=torch.float64)","tensor(0.1005, dtype=torch.float64)",4,2,0.0012643803156773391,325
326,"tensor(0.1656, dtype=torch.float64)","tensor(0.1656, dtype=torch.float64)",4,2,0.001460278560176713,326
327,"tensor(0.1656, dtype=torch.float64)","tensor(0.2731, dtype=torch.float64)",4,2,0.0013491661969615137,327
328,"tensor(0.1656, dtype=torch.float64)","tensor(0.4503, dtype=torch.float64)",4,2,0.001510508212168537,328
329,"tensor(0.1656, dtype=torch.float64)","tensor(1.2239, dtype=torch.float64)",4,2,0.0017860181735317605,329
330,"tensor(0.1656, dtype=torch.float64)","tensor(0.1005, dtype=torch.float64)",4,3,0.0013069756630989023,330
331,"tensor(0.1656, dtype=torch.float64)","tensor(0.1656, dtype=torch.float64)",4,3,0.0013852057071845822,331
332,"tensor(0.1656, dtype=torch.float64)","tensor(0.2731, dtype=torch.float64)",4,3,0.0014520933162027218,332
333,"tensor(0.1656, dtype=torch.float64)","tensor(0.4503, dtype=torch.float64)",4,3,0.0015023496801628202,333
334,"tensor(0.1656, dtype=torch.float64)","tensor(1.2239, dtype=torch.float64)",4,3,0.002105293011960555,334
335,"tensor(0.1656, dtype=torch.float64)","tensor(0.1005, dtype=torch.float64)",4,4,0.0013627114935535027,335
336,"tensor(0.1656, dtype=torch.float64)","tensor(0.1656, dtype=torch.float64)",4,4,0.0013874341588963664,336
337,"tensor(0.1656, dtype=torch.float64)","tensor(0.2731, dtype=torch.float64)",4,4,0.0014715296612524478,337
338,"tensor(0.1656, dtype=torch.float64)","tensor(0.4503, dtype=torch.float64)",4,4,0.0013963199140348027,338
339,"tensor(0.1656, dtype=torch.float64)","tensor(1.2239, dtype=torch.float64)",4,4,0.002068009301377023,339
340,"tensor(0.2731, dtype=torch.float64)","tensor(0.1005, dtype=torch.float64)",4,1,0.0014544187753778182,340
341,"tensor(0.2731, dtype=torch.float64)","tensor(0.1656, dtype=torch.float64)",4,1,0.0015919125869871126,341
342,"tensor(0.2731, dtype=torch.float64)","tensor(0.2731, dtype=torch.float64)",4,1,0.0017153484164366198,342
343,"tensor(0.2731, dtype=torch.float64)","tensor(0.4503, dtype=torch.float64)",4,1,0.0016846236162496066,343
344,"tensor(0.2731, dtype=torch.float64)","tensor(1.2239, dtype=torch.float64)",4,1,0.0019584763626308115,344
345,"tensor(0.2731, dtype=torch.float64)","tensor(0.1005, dtype=torch.float64)",4,2,0.001582258853850915,345
346,"tensor(0.2731, dtype=torch.float64)","tensor(0.1656, dtype=torch.float64)",4,2,0.001769270507898553,346
347,"tensor(0.2731, dtype=torch.float64)","tensor(0.2731, dtype=torch.float64)",4,2,0.0017229357079060394,347
348,"tensor(0.2731, dtype=torch.float64)","tensor(0.4503, dtype=torch.float64)",4,2,0.0016633677786197856,348
349,"tensor(0.2731, dtype=torch.float64)","tensor(1.2239, dtype=torch.float64)",4,2,0.002661773272701798,349
350,"tensor(0.2731, dtype=torch.float64)","tensor(0.1005, dtype=torch.float64)",4,3,0.0015996479865648967,350
351,"tensor(0.2731, dtype=torch.float64)","tensor(0.1656, dtype=torch.float64)",4,3,0.0018899805827157258,351
352,"tensor(0.2731, dtype=torch.float64)","tensor(0.2731, dtype=torch.float64)",4,3,0.0017392181526605915,352
353,"tensor(0.2731, dtype=torch.float64)","tensor(0.4503, dtype=torch.float64)",4,3,0.001884979540550221,353
354,"tensor(0.2731, dtype=torch.float64)","tensor(1.2239, dtype=torch.float64)",4,3,0.002066154779937039,354
355,"tensor(0.2731, dtype=torch.float64)","tensor(0.1005, dtype=torch.float64)",4,4,0.001565878517720493,355
356,"tensor(0.2731, dtype=torch.float64)","tensor(0.1656, dtype=torch.float64)",4,4,0.0017086981285411463,356
357,"tensor(0.2731, dtype=torch.float64)","tensor(0.2731, dtype=torch.float64)",4,4,0.0017243723347055567,357
358,"tensor(0.2731, dtype=torch.float64)","tensor(0.4503, dtype=torch.float64)",4,4,0.0017568362182845097,358
359,"tensor(0.2731, dtype=torch.float64)","tensor(1.2239, dtype=torch.float64)",4,4,0.002807619016859846,359
360,"tensor(0.4503, dtype=torch.float64)","tensor(0.1005, dtype=torch.float64)",4,1,0.0017146651743635156,360
361,"tensor(0.4503, dtype=torch.float64)","tensor(0.1656, dtype=torch.float64)",4,1,0.0017862083029977546,361
362,"tensor(0.4503, dtype=torch.float64)","tensor(0.2731, dtype=torch.float64)",4,1,0.002393151101741693,362
363,"tensor(0.4503, dtype=torch.float64)","tensor(0.4503, dtype=torch.float64)",4,1,0.0026475393796783087,363
364,"tensor(0.4503, dtype=torch.float64)","tensor(1.2239, dtype=torch.float64)",4,1,0.0022265534129426723,364
365,"tensor(0.4503, dtype=torch.float64)","tensor(0.1005, dtype=torch.float64)",4,2,0.0018090037835610268,365
366,"tensor(0.4503, dtype=torch.float64)","tensor(0.1656, dtype=torch.float64)",4,2,0.002009421139225224,366
367,"tensor(0.4503, dtype=torch.float64)","tensor(0.2731, dtype=torch.float64)",4,2,0.0024887325010038482,367
368,"tensor(0.4503, dtype=torch.float64)","tensor(0.4503, dtype=torch.float64)",4,2,0.0029947316194153945,368
369,"tensor(0.4503, dtype=torch.float64)","tensor(1.2239, dtype=torch.float64)",4,2,0.002592039841264932,369
370,"tensor(0.4503, dtype=torch.float64)","tensor(0.1005, dtype=torch.float64)",4,3,0.00192781561899367,370
371,"tensor(0.4503, dtype=torch.float64)","tensor(0.1656, dtype=torch.float64)",4,3,0.002111286355898445,371
372,"tensor(0.4503, dtype=torch.float64)","tensor(0.2731, dtype=torch.float64)",4,3,0.0025745401292280867,372
373,"tensor(0.4503, dtype=torch.float64)","tensor(0.4503, dtype=torch.float64)",4,3,0.0028455245262964824,373
374,"tensor(0.4503, dtype=torch.float64)","tensor(1.2239, dtype=torch.float64)",4,3,0.0026594823344645736,374
375,"tensor(0.4503, dtype=torch.float64)","tensor(0.1005, dtype=torch.float64)",4,4,0.0019084529409117545,375
376,"tensor(0.4503, dtype=torch.float64)","tensor(0.1656, dtype=torch.float64)",4,4,0.0021450332681012766,376
377,"tensor(0.4503, dtype=torch.float64)","tensor(0.2731, dtype=torch.float64)",4,4,0.0026672586642095767,377
378,"tensor(0.4503, dtype=torch.float64)","tensor(0.4503, dtype=torch.float64)",4,4,0.002624042892864024,378
379,"tensor(0.4503, dtype=torch.float64)","tensor(1.2239, dtype=torch.float64)",4,4,0.002793767158994386,379
380,"tensor(1.2239, dtype=torch.float64)","tensor(0.1005, dtype=torch.float64)",4,1,0.00364548122125922,380
381,"tensor(1.2239, dtype=torch.float64)","tensor(0.1656, dtype=torch.float64)",4,1,0.0034410476595945656,381
382,"tensor(1.2239, dtype=torch.float64)","tensor(0.2731, dtype=torch.float64)",4,1,0.003938723417699663,382
383,"tensor(1.2239, dtype=torch.float64)","tensor(0.4503, dtype=torch.float64)",4,1,0.004511626225914054,383
384,"tensor(1.2239, dtype=torch.float64)","tensor(1.2239, dtype=torch.float64)",4,1,0.0029058012822828546,384
385,"tensor(1.2239, dtype=torch.float64)","tensor(0.1005, dtype=torch.float64)",4,2,0.00308143093331675,385
386,"tensor(1.2239, dtype=torch.float64)","tensor(0.1656, dtype=torch.float64)",4,2,0.00349248721368179,386
387,"tensor(1.2239, dtype=torch.float64)","tensor(0.2731, dtype=torch.float64)",4,2,0.004620087709053313,387
388,"tensor(1.2239, dtype=torch.float64)","tensor(0.4503, dtype=torch.float64)",4,2,0.005043742420231218,388
389,"tensor(1.2239, dtype=torch.float64)","tensor(1.2239, dtype=torch.float64)",4,2,0.0028215303702411355,389
390,"tensor(1.2239, dtype=torch.float64)","tensor(0.1005, dtype=torch.float64)",4,3,0.0029589668459811796,390
391,"tensor(1.2239, dtype=torch.float64)","tensor(0.1656, dtype=torch.float64)",4,3,0.0035254131379887366,391
392,"tensor(1.2239, dtype=torch.float64)","tensor(0.2731, dtype=torch.float64)",4,3,0.0053704738462942644,392
393,"tensor(1.2239, dtype=torch.float64)","tensor(0.4503, dtype=torch.float64)",4,3,0.005800844606955085,393
394,"tensor(1.2239, dtype=torch.float64)","tensor(1.2239, dtype=torch.float64)",4,3,0.0028293003038607177,394
395,"tensor(1.2239, dtype=torch.float64)","tensor(0.1005, dtype=torch.float64)",4,4,0.002966423334336627,395
396,"tensor(1.2239, dtype=torch.float64)","tensor(0.1656, dtype=torch.float64)",4,4,0.003545016929392828,396
397,"tensor(1.2239, dtype=torch.float64)","tensor(0.2731, dtype=torch.float64)",4,4,0.005519421510253959,397
398,"tensor(1.2239, dtype=torch.float64)","tensor(0.4503, dtype=torch.float64)",4,4,0.00488176064402389,398
399,"tensor(1.2239, dtype=torch.float64)","tensor(1.2239, dtype=torch.float64)",4,4,0.0032356768853871905,399
